Time,Head_X,Head_Y,Head_Z,Head_A,Head_B,Head_C,Body_X,Body_Y,Body_Z,Body_A,Body_B,Body_C,Event,Event_ID,Target_ID,Total_Head_Distance,Total_Head_Rotation,Total_Body_Distance,Total_Body_Rotation,Total_Balls,Total_Visits,Total_Revisits
52976.24,3.202,1.563,-0.913,334.548,99.720,358.518,2.672,1.356,-0.886,10.588,274.490,1.518,Finding,0,-1,43.585,1689.832,43.403,486.409,0,1,0
52987.26,3.202,1.566,-0.912,332.705,99.598,358.302,2.672,1.356,-0.886,10.602,274.522,1.500,Finding,0,-1,43.588,1691.678,43.403,486.409,0,1,0
52998.34,3.201,1.569,-0.912,331.262,99.449,358.101,2.672,1.356,-0.885,10.534,274.650,1.523,Finding,0,-1,43.591,1693.127,43.404,486.550,0,1,0
53009.49,3.201,1.572,-0.911,330.099,99.330,357.733,2.672,1.356,-0.885,10.528,274.667,1.495,Finding,0,-1,43.594,1694.294,43.405,486.550,0,1,0
53020.63,3.200,1.575,-0.911,329.243,99.056,357.408,2.672,1.356,-0.884,10.570,274.757,1.503,Finding,0,-1,43.598,1695.182,43.405,486.550,0,1,0
53031.77,3.200,1.578,-0.911,327.931,98.812,357.239,2.672,1.356,-0.884,10.497,274.905,1.526,Finding,0,-1,43.600,1696.510,43.406,486.712,0,1,0
53043.09,3.199,1.580,-0.910,326.482,98.561,357.177,2.672,1.356,-0.883,10.471,275.015,1.518,Finding,0,-1,43.602,1697.974,43.406,486.824,0,1,0
53054.21,3.199,1.582,-0.910,325.180,98.193,357.262,2.672,1.356,-0.883,10.510,274.986,1.514,Finding,0,-1,43.605,1699.312,43.406,486.824,0,1,0
53065.31,3.198,1.584,-0.909,323.956,97.781,357.330,2.672,1.356,-0.882,10.499,274.968,1.521,Finding,0,-1,43.607,1700.581,43.407,486.824,0,1,0
53076.57,3.197,1.585,-0.908,322.582,97.395,357.380,2.672,1.356,-0.882,10.437,275.097,1.515,Finding,0,-1,43.608,1701.990,43.407,486.964,0,1,0
53087.75,3.196,1.586,-0.908,321.101,96.982,357.401,2.672,1.356,-0.881,10.495,275.176,1.515,Finding,0,-1,43.610,1703.505,43.408,486.964,0,1,0
53098.88,3.195,1.587,-0.907,319.672,96.574,357.382,2.672,1.356,-0.881,10.543,275.127,1.509,Finding,0,-1,43.611,1704.969,43.408,486.964,0,1,0
53109.98,3.194,1.587,-0.906,318.422,96.100,357.400,2.672,1.356,-0.881,10.493,275.131,1.479,Finding,0,-1,43.612,1706.268,43.409,486.964,0,1,0
53121.23,3.193,1.587,-0.906,317.489,95.655,357.541,2.672,1.356,-0.880,10.413,275.256,1.491,Finding,0,-1,43.613,1707.258,43.409,487.109,0,1,0
53132.43,3.192,1.588,-0.905,316.632,95.271,357.725,2.672,1.356,-0.880,10.454,275.359,1.512,Finding,0,-1,43.615,1708.160,43.410,487.216,0,1,0
53143.57,3.191,1.589,-0.906,316.187,95.033,358.039,2.672,1.356,-0.879,10.504,275.384,1.495,Finding,0,-1,43.616,1708.637,43.411,487.216,0,1,0
53154.68,3.190,1.589,-0.906,315.913,94.900,358.304,2.672,1.356,-0.878,10.477,275.444,1.489,Finding,0,-1,43.618,1708.927,43.411,487.216,0,1,0
53165.95,3.189,1.590,-0.906,315.820,94.861,358.503,2.672,1.356,-0.877,10.425,275.584,1.492,Finding,0,-1,43.619,1708.927,43.412,487.361,0,1,0
53177.00,3.188,1.591,-0.907,315.968,95.050,358.596,2.672,1.355,-0.877,10.507,275.774,1.504,Finding,0,-1,43.620,1709.127,43.413,487.565,0,1,0
53188.34,3.186,1.591,-0.907,316.140,95.337,358.653,2.671,1.355,-0.876,10.611,275.859,1.508,Finding,0,-1,43.622,1709.396,43.414,487.696,0,1,0
53199.37,3.185,1.592,-0.907,316.465,95.689,358.789,2.671,1.355,-0.875,10.550,275.809,1.510,Finding,0,-1,43.623,1709.807,43.414,487.696,0,1,0
53210.66,3.183,1.592,-0.908,317.037,96.107,358.993,2.671,1.355,-0.875,10.506,275.900,1.502,Finding,0,-1,43.625,1710.455,43.415,487.696,0,1,0
53221.79,3.181,1.593,-0.908,317.642,96.488,359.239,2.671,1.355,-0.874,10.590,275.981,1.506,Finding,0,-1,43.627,1711.122,43.416,487.811,0,1,0
53232.83,3.179,1.593,-0.908,318.396,96.916,359.579,2.671,1.355,-0.873,10.665,276.171,1.541,Finding,0,-1,43.629,1711.940,43.417,488.013,0,1,0
53244.17,3.178,1.594,-0.909,318.984,97.421,359.855,2.671,1.355,-0.872,10.580,276.275,1.529,Finding,0,-1,43.631,1712.640,43.418,488.144,0,1,0
53255.32,3.176,1.594,-0.909,319.425,97.905,0.043,2.670,1.355,-0.871,10.546,276.312,1.510,Finding,0,-1,43.633,1713.212,43.419,488.144,0,1,0
53266.37,3.174,1.594,-0.908,319.771,98.306,0.185,2.671,1.355,-0.870,10.619,276.425,1.533,Finding,0,-1,43.634,1713.675,43.419,488.277,0,1,0
53277.54,3.173,1.595,-0.908,320.028,98.577,0.375,2.671,1.355,-0.870,10.640,276.640,1.543,Finding,0,-1,43.636,1714.005,43.420,488.488,0,1,0
53288.73,3.171,1.595,-0.908,320.276,98.736,0.522,2.671,1.355,-0.869,10.603,276.790,1.550,Finding,0,-1,43.638,1714.280,43.421,488.640,0,1,0
53299.88,3.169,1.596,-0.907,320.451,98.876,0.582,2.671,1.355,-0.868,10.600,276.813,1.544,Finding,0,-1,43.640,1714.486,43.422,488.640,0,1,0
53311.08,3.167,1.596,-0.907,320.545,98.988,0.638,2.671,1.355,-0.866,10.645,276.875,1.529,Finding,0,-1,43.642,1714.612,43.423,488.640,0,1,0
53322.23,3.166,1.597,-0.906,320.409,98.997,0.742,2.671,1.355,-0.866,10.645,277.059,1.537,Finding,0,-1,43.644,1714.746,43.424,488.819,0,1,0
53333.41,3.164,1.598,-0.906,320.203,98.987,0.861,2.671,1.355,-0.865,10.610,277.241,1.561,Finding,0,-1,43.646,1714.953,43.425,489.002,0,1,0
53345.32,3.163,1.599,-0.905,319.822,98.938,0.991,2.671,1.355,-0.864,10.631,277.305,1.542,Finding,0,-1,43.647,1715.336,43.426,489.002,0,1,0
53355.96,3.161,1.600,-0.904,319.318,98.892,1.122,2.671,1.355,-0.863,10.656,277.392,1.542,Finding,0,-1,43.649,1715.841,43.427,489.002,0,1,0
53367.22,3.160,1.601,-0.903,318.728,98.805,1.269,2.671,1.355,-0.861,10.634,277.560,1.554,Finding,0,-1,43.651,1716.434,43.429,489.168,0,1,0
53378.63,3.159,1.601,-0.903,318.121,98.728,1.398,2.671,1.354,-0.860,10.646,277.724,1.565,Finding,0,-1,43.653,1717.045,43.430,489.329,0,1,0
53389.74,3.158,1.602,-0.902,317.409,98.604,1.527,2.671,1.354,-0.859,10.668,277.878,1.568,Finding,0,-1,43.654,1717.762,43.431,489.482,0,1,0
53400.91,3.156,1.603,-0.901,316.720,98.464,1.664,2.672,1.355,-0.858,10.656,278.017,1.565,Finding,0,-1,43.656,1718.458,43.432,489.621,0,1,0
53412.05,3.155,1.604,-0.900,316.010,98.330,1.771,2.672,1.355,-0.856,10.605,278.195,1.573,Finding,0,-1,43.658,1719.175,43.434,489.802,0,1,0
53423.14,3.154,1.604,-0.899,315.354,98.137,1.875,2.672,1.355,-0.855,10.611,278.395,1.588,Finding,0,-1,43.659,1719.844,43.435,489.999,0,1,0
53434.43,3.154,1.605,-0.898,314.766,97.962,1.963,2.673,1.355,-0.853,10.606,278.564,1.599,Finding,0,-1,43.661,1720.446,43.437,490.165,0,1,0
53445.51,3.153,1.605,-0.897,314.260,97.779,2.041,2.673,1.355,-0.852,10.556,278.686,1.585,Finding,0,-1,43.662,1720.967,43.438,490.293,0,1,0
53456.77,3.152,1.606,-0.896,313.888,97.578,2.124,2.674,1.355,-0.850,10.514,278.845,1.567,Finding,0,-1,43.663,1721.365,43.440,490.455,0,1,0
53468.09,3.152,1.607,-0.895,313.550,97.380,2.258,2.674,1.355,-0.849,10.488,279.041,1.567,Finding,0,-1,43.664,1721.729,43.442,490.648,0,1,0
53479.16,3.151,1.607,-0.895,313.298,97.245,2.376,2.675,1.356,-0.847,10.486,279.269,1.558,Finding,0,-1,43.665,1721.997,43.444,490.873,0,1,0
53490.49,3.150,1.607,-0.894,313.074,97.093,2.513,2.676,1.356,-0.846,10.469,279.444,1.551,Finding,0,-1,43.666,1722.243,43.445,491.046,0,1,0
53501.54,3.150,1.607,-0.893,312.892,96.973,2.647,2.676,1.356,-0.844,10.419,279.644,1.559,Finding,0,-1,43.667,1722.441,43.447,491.247,0,1,0
53512.71,3.150,1.608,-0.893,312.763,96.912,2.806,2.677,1.356,-0.842,10.352,279.902,1.570,Finding,0,-1,43.667,1722.574,43.449,491.510,0,1,0
53524.08,3.150,1.608,-0.892,312.646,96.929,2.875,2.677,1.356,-0.840,10.365,280.111,1.562,Finding,0,-1,43.668,1722.691,43.451,491.714,0,1,0
53535.04,3.149,1.608,-0.892,312.554,96.942,2.919,2.678,1.356,-0.839,10.393,280.252,1.549,Finding,0,-1,43.668,1722.691,43.452,491.857,0,1,0
53546.39,3.149,1.608,-0.892,312.444,96.921,2.984,2.678,1.356,-0.837,10.303,280.377,1.526,Finding,0,-1,43.669,1722.799,43.454,492.008,0,1,0
53557.42,3.149,1.608,-0.892,312.355,96.947,3.041,2.678,1.356,-0.836,10.259,280.566,1.530,Finding,0,-1,43.669,1722.799,43.455,492.200,0,1,0
53568.50,3.149,1.608,-0.892,312.298,96.995,3.092,2.679,1.356,-0.834,10.302,280.736,1.535,Finding,0,-1,43.669,1722.799,43.457,492.373,0,1,0
53579.73,3.149,1.608,-0.891,312.223,97.076,3.105,2.679,1.356,-0.833,10.322,280.901,1.545,Finding,0,-1,43.669,1722.799,43.458,492.536,0,1,0
53590.85,3.149,1.608,-0.891,312.111,97.223,3.037,2.679,1.356,-0.831,10.282,281.093,1.543,Finding,0,-1,43.670,1722.948,43.460,492.728,0,1,0
53602.02,3.149,1.608,-0.891,311.958,97.395,2.944,2.679,1.356,-0.830,10.296,281.288,1.553,Finding,0,-1,43.670,1723.138,43.462,492.919,0,1,0
53613.27,3.149,1.608,-0.891,311.767,97.633,2.798,2.678,1.356,-0.828,10.404,281.488,1.547,Finding,0,-1,43.670,1723.386,43.463,493.143,0,1,0
53624.45,3.149,1.608,-0.891,311.535,97.902,2.618,2.678,1.356,-0.826,10.432,281.766,1.555,Finding,0,-1,43.670,1723.679,43.465,493.417,0,1,0
53635.59,3.149,1.608,-0.891,311.289,98.161,2.450,2.679,1.356,-0.825,10.417,281.962,1.545,Finding,0,-1,43.670,1723.979,43.467,493.610,0,1,0
53646.76,3.150,1.608,-0.891,311.050,98.466,2.261,2.679,1.355,-0.823,10.475,282.067,1.526,Finding,0,-1,43.671,1724.291,43.468,493.728,0,1,0
53658.31,3.150,1.608,-0.891,310.817,98.743,2.124,2.679,1.355,-0.822,10.485,282.226,1.511,Finding,0,-1,43.671,1724.586,43.470,493.884,0,1,0
53669.20,3.150,1.608,-0.891,310.616,99.046,1.990,2.680,1.356,-0.820,10.426,282.393,1.502,Finding,0,-1,43.671,1724.867,43.471,494.058,0,1,0
53680.27,3.151,1.608,-0.891,310.442,99.300,1.926,2.680,1.356,-0.819,10.404,282.535,1.488,Finding,0,-1,43.672,1725.107,43.473,494.199,0,1,0
53691.39,3.151,1.608,-0.891,310.291,99.543,1.868,2.681,1.356,-0.818,10.369,282.677,1.485,Finding,0,-1,43.672,1725.325,43.474,494.343,0,1,0
53702.71,3.152,1.608,-0.891,310.185,99.737,1.855,2.682,1.356,-0.817,10.321,282.831,1.491,Finding,0,-1,43.673,1725.488,43.475,494.500,0,1,0
53714.40,3.152,1.608,-0.890,310.122,99.902,1.897,2.682,1.356,-0.816,10.295,282.963,1.481,Finding,0,-1,43.673,1725.611,43.477,494.631,0,1,0
53725.23,3.153,1.608,-0.890,310.106,99.993,2.011,2.683,1.357,-0.815,10.265,283.080,1.479,Finding,0,-1,43.674,1725.611,43.478,494.750,0,1,0
53736.25,3.154,1.609,-0.890,310.104,100.056,2.132,2.683,1.357,-0.814,10.263,283.226,1.481,Finding,0,-1,43.675,1725.611,43.479,494.892,0,1,0
53747.50,3.154,1.609,-0.889,310.081,100.115,2.275,2.684,1.357,-0.813,10.268,283.375,1.478,Finding,0,-1,43.676,1725.611,43.480,495.038,0,1,0
53758.64,3.155,1.609,-0.889,310.085,100.140,2.468,2.684,1.357,-0.812,10.249,283.528,1.486,Finding,0,-1,43.677,1725.611,43.481,495.190,0,1,0
53769.87,3.156,1.609,-0.889,310.073,100.182,2.624,2.685,1.357,-0.811,10.192,283.621,1.483,Finding,0,-1,43.677,1725.611,43.482,495.296,0,1,0
53780.88,3.157,1.609,-0.889,310.046,100.183,2.825,2.685,1.357,-0.810,10.211,283.688,1.465,Finding,0,-1,43.679,1725.611,43.483,495.296,0,1,0
53792.31,3.158,1.609,-0.888,310.011,100.131,3.029,2.685,1.357,-0.810,10.205,283.797,1.461,Finding,0,-1,43.680,1725.611,43.483,495.403,0,1,0
53803.22,3.159,1.609,-0.888,309.975,100.062,3.246,2.685,1.357,-0.809,10.170,283.930,1.476,Finding,0,-1,43.681,1725.611,43.484,495.537,0,1,0
53814.48,3.160,1.609,-0.888,309.920,99.986,3.486,2.686,1.357,-0.808,10.127,283.910,1.469,Finding,0,-1,43.682,1725.611,43.485,495.537,0,1,0
53825.79,3.161,1.609,-0.887,309.875,99.876,3.759,2.686,1.357,-0.808,10.140,283.923,1.459,Finding,0,-1,43.683,1725.611,43.485,495.537,0,1,0
53836.66,3.162,1.609,-0.887,309.839,99.741,4.033,2.686,1.358,-0.808,10.087,284.049,1.484,Finding,0,-1,43.684,1725.611,43.486,495.671,0,1,0
53847.82,3.163,1.609,-0.887,309.791,99.624,4.292,2.687,1.358,-0.808,10.077,284.039,1.475,Finding,0,-1,43.685,1725.611,43.486,495.671,0,1,0
53859.18,3.164,1.610,-0.887,309.758,99.514,4.523,2.687,1.358,-0.808,10.049,284.041,1.461,Finding,0,-1,43.685,1725.611,43.486,495.671,0,1,0
53870.13,3.164,1.609,-0.887,309.697,99.376,4.770,2.687,1.358,-0.808,10.033,284.059,1.471,Finding,0,-1,43.686,1725.718,43.486,495.671,0,1,0
53881.44,3.165,1.609,-0.886,309.620,99.254,4.980,2.687,1.358,-0.808,10.050,284.129,1.488,Finding,0,-1,43.687,1725.828,43.486,495.671,0,1,0
53892.50,3.166,1.610,-0.886,309.547,99.095,5.208,2.687,1.358,-0.808,10.078,284.132,1.507,Finding,0,-1,43.688,1725.953,43.487,495.671,0,1,0
53903.66,3.167,1.610,-0.886,309.453,98.929,5.414,2.687,1.358,-0.808,10.063,284.095,1.520,Finding,0,-1,43.689,1726.093,43.487,495.671,0,1,0
53914.90,3.168,1.610,-0.886,309.348,98.754,5.633,2.686,1.358,-0.808,10.050,284.157,1.527,Finding,0,-1,43.690,1726.246,43.487,495.671,0,1,0
53926.10,3.169,1.609,-0.886,309.250,98.579,5.832,2.686,1.357,-0.808,10.082,284.158,1.502,Finding,0,-1,43.691,1726.394,43.487,495.671,0,1,0
53937.33,3.169,1.609,-0.886,309.167,98.415,6.027,2.686,1.357,-0.808,10.120,284.120,1.513,Finding,0,-1,43.691,1726.527,43.487,495.671,0,1,0
53948.32,3.170,1.609,-0.886,309.107,98.252,6.197,2.686,1.358,-0.808,10.092,284.117,1.511,Finding,0,-1,43.692,1726.646,43.487,495.671,0,1,0
53959.55,3.171,1.609,-0.886,309.047,98.123,6.344,2.686,1.358,-0.808,10.056,284.104,1.521,Finding,0,-1,43.693,1726.746,43.487,495.671,0,1,0
53970.82,3.172,1.609,-0.887,308.993,98.028,6.453,2.687,1.358,-0.808,10.081,284.092,1.521,Finding,0,-1,43.694,1726.746,43.488,495.671,0,1,0
53981.81,3.172,1.609,-0.887,308.977,97.937,6.570,2.687,1.358,-0.808,10.043,284.140,1.521,Finding,0,-1,43.694,1726.746,43.488,495.671,0,1,0
53993.21,3.173,1.609,-0.887,308.921,97.835,6.704,2.687,1.358,-0.808,9.970,284.174,1.500,Finding,0,-1,43.695,1726.746,43.489,495.671,0,1,0
54004.30,3.173,1.609,-0.887,308.897,97.767,6.837,2.687,1.358,-0.808,9.949,284.112,1.484,Finding,0,-1,43.696,1726.746,43.489,495.671,0,1,0
54015.47,3.174,1.609,-0.888,308.885,97.698,6.990,2.687,1.358,-0.808,9.997,284.104,1.491,Finding,0,-1,43.696,1726.746,43.489,495.671,0,1,0
54026.61,3.174,1.609,-0.888,308.886,97.674,7.098,2.687,1.358,-0.808,9.958,284.128,1.499,Finding,0,-1,43.697,1726.746,43.489,495.671,0,1,0
54037.70,3.175,1.609,-0.888,308.880,97.662,7.200,2.687,1.358,-0.807,9.966,284.213,1.511,Finding,0,-1,43.697,1726.746,43.489,495.671,0,1,0
54049.12,3.175,1.609,-0.889,308.879,97.681,7.273,2.687,1.358,-0.807,10.035,284.270,1.516,Finding,0,-1,43.698,1726.746,43.490,495.671,0,1,0
54060.03,3.176,1.609,-0.889,308.864,97.789,7.260,2.687,1.358,-0.807,10.078,284.197,1.507,Finding,0,-1,43.699,1726.746,43.490,495.671,0,1,0
54071.27,3.176,1.609,-0.890,308.832,97.916,7.229,2.686,1.358,-0.807,10.004,284.175,1.498,Finding,0,-1,43.699,1726.746,43.490,495.671,0,1,0
54082.47,3.176,1.609,-0.890,308.801,98.052,7.173,2.686,1.357,-0.807,10.054,284.231,1.507,Finding,0,-1,43.700,1726.746,43.491,495.671,0,1,0
54093.52,3.177,1.609,-0.891,308.763,98.201,7.124,2.686,1.357,-0.807,10.152,284.313,1.521,Finding,0,-1,43.700,1726.746,43.491,495.796,0,1,0
54105.06,3.177,1.608,-0.891,308.724,98.349,7.077,2.686,1.357,-0.807,10.148,284.334,1.527,Finding,0,-1,43.701,1726.847,43.491,495.796,0,1,0
54115.88,3.177,1.608,-0.892,308.684,98.510,7.033,2.686,1.357,-0.807,10.083,284.272,1.520,Finding,0,-1,43.702,1726.957,43.491,495.796,0,1,0
54127.50,3.177,1.608,-0.892,308.663,98.711,6.952,2.686,1.357,-0.807,10.070,284.239,1.510,Finding,0,-1,43.702,1727.084,43.491,495.796,0,1,0
54138.43,3.177,1.608,-0.893,308.652,98.901,6.866,2.686,1.357,-0.807,10.123,284.285,1.528,Finding,0,-1,43.703,1727.203,43.491,495.796,0,1,0
54149.41,3.177,1.608,-0.893,308.642,99.119,6.745,2.686,1.357,-0.807,10.144,284.312,1.535,Finding,0,-1,43.703,1727.338,43.491,495.796,0,1,0
54160.61,3.177,1.608,-0.894,308.607,99.354,6.599,2.686,1.357,-0.807,10.073,284.304,1.539,Finding,0,-1,43.704,1727.489,43.492,495.796,0,1,0
54171.79,3.178,1.608,-0.894,308.560,99.612,6.413,2.686,1.357,-0.807,10.069,284.236,1.536,Finding,0,-1,43.704,1727.656,43.492,495.796,0,1,0
54182.95,3.178,1.608,-0.895,308.502,99.908,6.192,2.686,1.357,-0.807,10.108,284.182,1.533,Finding,0,-1,43.705,1727.849,43.492,495.796,0,1,0
54194.69,3.178,1.607,-0.895,308.446,100.181,5.989,2.686,1.357,-0.808,10.109,284.198,1.542,Finding,0,-1,43.705,1728.028,43.492,495.796,0,1,0
54205.29,3.178,1.607,-0.896,308.368,100.460,5.770,2.686,1.357,-0.808,10.071,284.274,1.543,Finding,0,-1,43.706,1728.217,43.492,495.796,0,1,0
54216.71,3.178,1.607,-0.896,308.315,100.719,5.578,2.686,1.357,-0.807,10.098,284.266,1.541,Finding,0,-1,43.706,1728.385,43.492,495.796,0,1,0
54227.63,3.178,1.607,-0.897,308.251,100.924,5.459,2.686,1.357,-0.807,10.135,284.233,1.528,Finding,0,-1,43.707,1728.526,43.492,495.796,0,1,0
54238.75,3.178,1.607,-0.897,308.153,101.124,5.348,2.686,1.357,-0.808,10.100,284.213,1.534,Finding,0,-1,43.707,1728.683,43.492,495.796,0,1,0
54250.00,3.178,1.607,-0.898,308.049,101.316,5.242,2.686,1.357,-0.807,10.073,284.209,1.522,Finding,0,-1,43.708,1728.840,43.493,495.796,0,1,0
54261.14,3.178,1.607,-0.898,307.948,101.529,5.119,2.686,1.357,-0.808,10.097,284.213,1.540,Finding,0,-1,43.708,1729.005,43.493,495.796,0,1,0
54272.31,3.177,1.607,-0.899,307.850,101.765,4.937,2.686,1.357,-0.807,10.137,284.251,1.547,Finding,0,-1,43.709,1729.179,43.493,495.796,0,1,0
54283.60,3.177,1.607,-0.899,307.774,102.037,4.730,2.686,1.357,-0.807,10.090,284.269,1.543,Finding,0,-1,43.709,1729.362,43.493,495.796,0,1,0
54294.80,3.177,1.607,-0.899,307.698,102.297,4.527,2.686,1.357,-0.807,10.066,284.275,1.534,Finding,0,-1,43.710,1729.539,43.493,495.796,0,1,0
54306.15,3.177,1.607,-0.900,307.624,102.533,4.350,2.686,1.357,-0.807,10.091,284.287,1.528,Finding,0,-1,43.710,1729.700,43.493,495.796,0,1,0
54317.13,3.177,1.607,-0.900,307.555,102.727,4.218,2.686,1.358,-0.807,10.103,284.306,1.518,Finding,0,-1,43.710,1729.836,43.494,495.796,0,1,0
54328.17,3.177,1.608,-0.901,307.497,102.877,4.132,2.686,1.358,-0.807,10.025,284.348,1.519,Finding,0,-1,43.711,1729.943,43.494,495.796,0,1,0
54339.37,3.177,1.607,-0.901,307.429,103.037,4.033,2.687,1.358,-0.807,10.006,284.353,1.525,Finding,0,-1,43.711,1730.061,43.494,495.796,0,1,0
54350.46,3.177,1.607,-0.901,307.389,103.165,3.943,2.687,1.358,-0.806,10.042,284.365,1.523,Finding,0,-1,43.711,1730.061,43.495,495.796,0,1,0
54361.70,3.177,1.607,-0.901,307.352,103.328,3.812,2.687,1.358,-0.806,9.997,284.424,1.525,Finding,0,-1,43.712,1730.166,43.495,495.796,0,1,0
54372.85,3.178,1.607,-0.902,307.323,103.508,3.657,2.688,1.358,-0.806,9.905,284.520,1.531,Finding,0,-1,43.712,1730.278,43.496,495.927,0,1,0
54383.99,3.178,1.607,-0.902,307.316,103.695,3.491,2.688,1.358,-0.806,9.948,284.552,1.527,Finding,0,-1,43.712,1730.390,43.496,495.927,0,1,0
54395.11,3.178,1.607,-0.902,307.318,103.882,3.334,2.688,1.358,-0.805,9.977,284.565,1.512,Finding,0,-1,43.713,1730.502,43.496,495.927,0,1,0
54406.31,3.178,1.607,-0.902,307.324,104.051,3.199,2.688,1.358,-0.805,9.913,284.557,1.504,Finding,0,-1,43.713,1730.605,43.496,495.927,0,1,0
54417.50,3.178,1.607,-0.903,307.330,104.217,3.092,2.688,1.358,-0.805,9.878,284.515,1.498,Finding,0,-1,43.713,1730.705,43.496,495.927,0,1,0
54428.68,3.178,1.607,-0.903,307.312,104.363,3.020,2.688,1.358,-0.805,9.959,284.469,1.499,Finding,0,-1,43.713,1730.705,43.496,495.927,0,1,0
54439.82,3.178,1.606,-0.903,307.287,104.492,2.966,2.688,1.358,-0.805,9.955,284.525,1.508,Finding,0,-1,43.714,1730.705,43.497,495.927,0,1,0
54450.99,3.178,1.606,-0.903,307.293,104.637,2.893,2.688,1.358,-0.805,9.909,284.583,1.521,Finding,0,-1,43.714,1730.705,43.497,495.927,0,1,0
54462.07,3.179,1.606,-0.903,307.301,104.767,2.836,2.687,1.358,-0.805,9.986,284.570,1.507,Finding,0,-1,43.714,1730.705,43.497,495.927,0,1,0
54473.40,3.179,1.606,-0.903,307.302,104.873,2.809,2.687,1.358,-0.805,10.038,284.619,1.535,Finding,0,-1,43.715,1730.705,43.498,495.927,0,1,0
54484.51,3.179,1.606,-0.904,307.317,104.976,2.809,2.687,1.358,-0.804,10.044,284.652,1.541,Finding,0,-1,43.715,1730.705,43.498,495.927,0,1,0
54495.67,3.179,1.606,-0.904,307.330,105.025,2.835,2.687,1.357,-0.804,10.067,284.674,1.529,Finding,0,-1,43.715,1730.705,43.498,495.927,0,1,0
54506.82,3.180,1.606,-0.904,307.366,105.096,2.842,2.687,1.357,-0.804,10.105,284.709,1.528,Finding,0,-1,43.715,1730.705,43.499,495.927,0,1,0
54518.05,3.180,1.606,-0.904,307.437,105.170,2.830,2.687,1.357,-0.804,10.126,284.804,1.525,Finding,0,-1,43.716,1730.705,43.499,495.927,0,1,0
54529.27,3.180,1.606,-0.904,307.519,105.268,2.811,2.687,1.357,-0.804,10.079,284.780,1.529,Finding,0,-1,43.716,1730.808,43.499,495.927,0,1,0
54540.42,3.180,1.606,-0.904,307.610,105.361,2.788,2.687,1.358,-0.804,10.049,284.671,1.525,Finding,0,-1,43.716,1730.915,43.499,496.039,0,1,0
54551.50,3.181,1.606,-0.904,307.723,105.476,2.748,2.687,1.358,-0.804,10.006,284.736,1.552,Finding,0,-1,43.717,1731.047,43.500,496.039,0,1,0
54562.74,3.181,1.606,-0.904,307.825,105.551,2.749,2.688,1.358,-0.804,9.968,284.804,1.566,Finding,0,-1,43.717,1731.156,43.500,496.039,0,1,0
54573.90,3.181,1.606,-0.904,307.934,105.588,2.783,2.688,1.358,-0.804,9.986,284.769,1.556,Finding,0,-1,43.717,1731.268,43.500,496.039,0,1,0
54585.02,3.181,1.605,-0.904,308.037,105.651,2.800,2.688,1.358,-0.804,9.971,284.719,1.536,Finding,0,-1,43.717,1731.376,43.500,496.039,0,1,0
54596.11,3.182,1.605,-0.904,308.121,105.688,2.841,2.688,1.358,-0.804,9.930,284.715,1.516,Finding,0,-1,43.718,1731.376,43.500,496.039,0,1,0
54608.49,3.182,1.605,-0.904,308.187,105.744,2.850,2.688,1.358,-0.803,9.952,284.772,1.528,Finding,0,-1,43.718,1731.376,43.501,496.039,0,1,0
54618.55,3.182,1.605,-0.904,308.247,105.796,2.868,2.688,1.358,-0.803,9.986,284.845,1.550,Finding,0,-1,43.718,1731.376,43.501,496.039,0,1,0
54629.71,3.182,1.605,-0.904,308.258,105.842,2.882,2.688,1.358,-0.803,9.998,284.893,1.537,Finding,0,-1,43.718,1731.376,43.501,496.039,0,1,0
54640.86,3.182,1.605,-0.904,308.254,105.898,2.873,2.688,1.358,-0.803,9.970,284.865,1.527,Finding,0,-1,43.718,1731.376,43.501,496.039,0,1,0
54652.10,3.182,1.605,-0.904,308.210,105.937,2.861,2.688,1.358,-0.803,9.954,284.854,1.514,Finding,0,-1,43.718,1731.376,43.501,496.039,0,1,0
54662.75,3.182,1.605,-0.904,308.166,106.000,2.832,2.688,1.358,-0.802,9.986,284.915,1.530,Finding,0,-1,43.718,1731.376,43.502,496.039,0,1,0
54673.78,3.182,1.605,-0.904,308.112,106.053,2.801,2.688,1.358,-0.802,9.986,284.977,1.528,Finding,0,-1,43.719,1731.376,43.502,496.039,0,1,0
54684.88,3.182,1.605,-0.904,308.079,106.119,2.753,2.688,1.358,-0.802,9.970,284.954,1.527,Finding,0,-1,43.719,1731.376,43.502,496.039,0,1,0
54696.88,3.182,1.605,-0.904,308.057,106.169,2.748,2.688,1.358,-0.802,9.966,284.953,1.541,Finding,0,-1,43.719,1731.376,43.502,496.039,0,1,0
54707.32,3.183,1.605,-0.904,308.023,106.261,2.706,2.688,1.358,-0.802,9.996,284.989,1.535,Finding,0,-1,43.719,1731.376,43.502,496.039,0,1,0
54718.54,3.183,1.605,-0.904,308.026,106.371,2.661,2.688,1.358,-0.802,10.010,284.999,1.523,Finding,0,-1,43.719,1731.376,43.502,496.039,0,1,0
54729.69,3.183,1.605,-0.904,308.022,106.491,2.609,2.688,1.358,-0.802,10.001,285.010,1.521,Finding,0,-1,43.719,1731.376,43.503,496.039,0,1,0
54740.86,3.183,1.605,-0.904,308.016,106.637,2.539,2.688,1.358,-0.802,9.993,285.019,1.534,Finding,0,-1,43.719,1731.376,43.503,496.039,0,1,0
